Date,Message
"====================================
Chart Info: FX:GBPUSD
Timeframe: 3 Minute(s)
Timezone: America/New_York
Start Date: 2026-05-10 17:00 (Actual)
End Date: Last Candle
Data Format: YYYYMMDD HHMM;Open;High;Low;Close;Volume
===================================="
20260701 1321;1.32824;1.32825;1.32806;1.32809;580
20260701 1324;1.32809;1.3282;1.32804;1.32815;526
20260701 1327;1.32815;1.32824;1.32812;1.32813;388
20260701 1330;1.32813;1.32827;1.32808;1.3282;450
20260701 1333;1.3282;1.32827;1.32814;1.32816;321
20260701 1336;1.32816;1.32827;1.32809;1.32815;492
20260701 1339;1.32815;1.32816;1.32794;1.32795;439
20260701 1342;1.32795;1.32797;1.32776;1.32776;448
20260701 1345;1.32776;1.32804;1.32771;1.32797;570
20260701 1348;1.32797;1.32809;1.32796;1.32803;341
20260701 1351;1.32803;1.32806;1.32785;1.32794;472
20260701 1354;1.32794;1.32806;1.32785;1.32805;397
20260701 1357;1.32805;1.32805;1.32775;1.32775;403
20260701 1400;1.32775;1.32787;1.32774;1.32778;440
20260701 1403;1.32778;1.32797;1.32774;1.32775;348
20260701 1406;1.32775;1.32775;1.32762;1.32765;443
20260701 1409;1.32765;1.32765;1.32744;1.32744;370
20260701 1412;1.32744;1.32756;1.32732;1.32753;333
20260701 1415;1.32753;1.32753;1.32729;1.32734;337
20260701 1418;1.32734;1.32735;1.32714;1.32733;507
20260701 1421;1.32733;1.32745;1.32721;1.32721;322
20260701 1424;1.32721;1.32737;1.32716;1.32721;433
20260701 1427;1.32721;1.32742;1.32717;1.32737;415
20260701 1430;1.32737;1.32744;1.32732;1.32738;500
20260701 1433;1.32738;1.32758;1.32737;1.32747;397
20260701 1436;1.32747;1.32759;1.32743;1.32755;388
20260701 1439;1.32755;1.32786;1.32752;1.32767;463
20260701 1442;1.32767;1.32787;1.32763;1.32787;733
20260701 1445;1.32787;1.32787;1.32772;1.32777;366
20260701 1448;1.32777;1.32783;1.32763;1.32764;369
20260701 1451;1.32764;1.32767;1.32753;1.32756;512
20260701 1454;1.32756;1.32771;1.32747;1.32771;387
20260701 1457;1.32771;1.32789;1.3277;1.32781;557
20260701 1500;1.32781;1.32801;1.3278;1.328;536
20260701 1503;1.328;1.328;1.32779;1.32786;426
20260701 1506;1.32786;1.32793;1.32781;1.32792;399
20260701 1509;1.32792;1.328;1.32777;1.3278;546
20260701 1512;1.3278;1.32793;1.3278;1.32789;496
20260701 1515;1.32789;1.32809;1.32784;1.32793;439
20260701 1518;1.32793;1.3281;1.3279;1.32803;378
20260701 1521;1.32803;1.32815;1.328;1.328;510
20260701 1524;1.328;1.3281;1.32798;1.32807;505
20260701 1527;1.32807;1.32822;1.32804;1.32812;650
20260701 1530;1.32812;1.32817;1.328;1.32812;641
20260701 1533;1.32812;1.3282;1.32811;1.32814;510
20260701 1536;1.32814;1.32822;1.32812;1.32813;320
20260701 1539;1.32813;1.32815;1.32801;1.32803;275
20260701 1542;1.32803;1.32811;1.32797;1.32811;286
20260701 1545;1.32811;1.32813;1.32797;1.32811;238
20260701 1548;1.32811;1.32812;1.32792;1.32793;330
20260701 1551;1.32793;1.32798;1.3277;1.32786;491
20260701 1554;1.32786;1.32786;1.32772;1.32784;598
20260701 1557;1.32784;1.32788;1.32772;1.3278;479
20260701 1600;1.3278;1.32792;1.32773;1.32774;381
20260701 1603;1.32774;1.32781;1.32772;1.32776;250
20260701 1606;1.32776;1.32797;1.32775;1.32793;235
20260701 1609;1.32793;1.32793;1.3278;1.32783;209
20260701 1612;1.32783;1.32786;1.32781;1.32785;149
20260701 1615;1.32785;1.32795;1.32782;1.32783;220
20260701 1618;1.32783;1.32784;1.3278;1.3278;137
20260701 1621;1.3278;1.3279;1.32773;1.3279;130
20260701 1624;1.3279;1.32793;1.32782;1.32793;117
20260701 1627;1.32793;1.32796;1.3279;1.32791;119
20260701 1630;1.32791;1.32802;1.32789;1.328;83
20260701 1633;1.328;1.32801;1.32777;1.32777;73
20260701 1636;1.32777;1.32785;1.32763;1.32763;297
20260701 1639;1.32763;1.32769;1.32719;1.32719;178
20260701 1642;1.32719;1.32735;1.32688;1.32701;319
20260701 1645;1.32701;1.32713;1.32701;1.32713;191
20260701 1648;1.32713;1.32758;1.32712;1.32752;241
20260701 1651;1.32752;1.32757;1.32738;1.32741;406
20260701 1654;1.32741;1.32745;1.32734;1.32745;101
20260701 1657;1.32745;1.32755;1.32733;1.32743;423
20260701 1700;1.32743;1.32743;1.32659;1.32659;4
20260701 1706;1.32659;1.32687;1.32639;1.32686;241
20260701 1709;1.32686;1.32715;1.32686;1.32686;108
20260701 1712;1.32686;1.32709;1.32686;1.32709;41
20260701 1715;1.32709;1.32745;1.32695;1.32706;146
20260701 1718;1.32706;1.32706;1.32705;1.32705;19
20260701 1721;1.32705;1.32706;1.32682;1.32696;35
20260701 1724;1.32696;1.32703;1.32696;1.32701;58
20260701 1727;1.32701;1.32733;1.32701;1.32731;150
20260701 1730;1.32731;1.32746;1.32722;1.3274;139
20260701 1733;1.3274;1.32759;1.32726;1.32741;127
20260701 1736;1.32741;1.32773;1.32726;1.32751;164
20260701 1739;1.32751;1.32775;1.32742;1.32757;157
20260701 1742;1.32757;1.32774;1.3275;1.32754;79
20260701 1745;1.32754;1.32786;1.32754;1.32768;111
20260701 1748;1.32768;1.32788;1.32765;1.32779;86
20260701 1751;1.32779;1.32784;1.32764;1.32766;69
20260701 1754;1.32766;1.32793;1.32766;1.32778;212
20260701 1757;1.32778;1.32788;1.32647;1.32662;1202
20260701 1800;1.32662;1.32769;1.32662;1.32758;190
20260701 1803;1.32758;1.32759;1.32747;1.32756;44
20260701 1806;1.32756;1.32775;1.32756;1.32775;47
20260701 1809;1.32775;1.32778;1.32769;1.32769;78
20260701 1812;1.32769;1.3277;1.32767;1.32769;39
20260701 1815;1.32769;1.32772;1.32768;1.32771;42
20260701 1818;1.32771;1.32782;1.3277;1.3278;80
20260701 1821;1.3278;1.3279;1.32779;1.3279;60
20260701 1824;1.3279;1.32791;1.32786;1.3279;37
20260701 1827;1.3279;1.32792;1.32788;1.32789;25
20260701 1830;1.32789;1.32794;1.32781;1.3279;64
20260701 1833;1.3279;1.32791;1.32788;1.32788;32
20260701 1836;1.32788;1.32792;1.32788;1.32788;32
20260701 1839;1.32788;1.32794;1.32788;1.32792;28
20260701 1842;1.32792;1.32792;1.32788;1.3279;18
20260701 1845;1.3279;1.32791;1.32788;1.32788;30
20260701 1848;1.32788;1.32795;1.32788;1.32793;61
20260701 1851;1.32793;1.32794;1.32788;1.32788;41
20260701 1854;1.32788;1.32794;1.32788;1.32789;32
20260701 1857;1.32789;1.32798;1.32789;1.32797;46
20260701 1900;1.32797;1.32798;1.32792;1.32796;103
20260701 1903;1.32796;1.32797;1.3279;1.32796;55
20260701 1906;1.32796;1.32796;1.32789;1.32795;31
20260701 1909;1.32795;1.32797;1.32785;1.32786;62
20260701 1912;1.32786;1.32796;1.32786;1.32794;54
20260701 1915;1.32794;1.32794;1.32782;1.32784;61
20260701 1918;1.32784;1.32794;1.32784;1.32787;75
20260701 1921;1.32787;1.32792;1.32781;1.32786;59
20260701 1924;1.32786;1.32795;1.32784;1.32794;98
20260701 1927;1.32794;1.32802;1.32787;1.32797;99
20260701 1930;1.32797;1.32797;1.3279;1.32793;76
20260701 1933;1.32793;1.32794;1.32791;1.32792;42
20260701 1936;1.32792;1.32794;1.3279;1.32793;28
20260701 1939;1.32793;1.32795;1.32793;1.32794;36
20260701 1942;1.32794;1.32798;1.32786;1.32797;95
20260701 1945;1.32797;1.32797;1.32784;1.32796;128
20260701 1948;1.32796;1.32798;1.3279;1.32793;92
20260701 1951;1.32793;1.32795;1.32772;1.32783;157
20260701 1954;1.32783;1.32794;1.32781;1.32792;107
20260701 1957;1.32792;1.32794;1.32779;1.32785;135
20260701 2000;1.32785;1.32788;1.32765;1.32788;812
20260701 2003;1.32788;1.32806;1.32785;1.32803;660
20260701 2006;1.32803;1.32835;1.32794;1.3283;837
20260701 2009;1.3283;1.32835;1.32813;1.32818;569
20260701 2012;1.32818;1.32818;1.32799;1.32801;406
20260701 2015;1.32801;1.32802;1.32782;1.32786;507
20260701 2018;1.32786;1.32789;1.32766;1.32784;337
20260701 2021;1.32784;1.32784;1.32773;1.32773;315
20260701 2024;1.32773;1.32781;1.32752;1.32756;496
20260701 2027;1.32756;1.32759;1.32745;1.32754;363
20260701 2030;1.32754;1.32759;1.32746;1.32754;564
20260701 2033;1.32754;1.32763;1.3275;1.32763;394
20260701 2036;1.32763;1.3277;1.32757;1.32764;401
20260701 2039;1.32764;1.3277;1.32759;1.32769;160
20260701 2042;1.32769;1.32798;1.32769;1.32776;410
20260701 2045;1.32776;1.32794;1.32774;1.32791;426
20260701 2048;1.32791;1.32799;1.3278;1.32781;477
20260701 2051;1.32781;1.32787;1.32765;1.32784;561
20260701 2054;1.32784;1.32786;1.32762;1.32769;529
20260701 2057;1.32769;1.32789;1.32767;1.32779;361
20260701 2100;1.32779;1.32798;1.32769;1.32784;660
20260701 2103;1.32784;1.32799;1.3278;1.3279;443
20260701 2106;1.3279;1.32799;1.32783;1.32795;287
20260701 2109;1.32795;1.32806;1.32795;1.32798;339
20260701 2112;1.32798;1.32801;1.32778;1.32799;481
20260701 2115;1.32799;1.32802;1.32781;1.32785;460
20260701 2118;1.32785;1.32804;1.32785;1.32793;376
20260701 2121;1.32793;1.32815;1.32789;1.32808;313
20260701 2124;1.32808;1.32811;1.32793;1.32801;318
20260701 2127;1.32801;1.32803;1.32791;1.32803;422
20260701 2130;1.32803;1.32809;1.32789;1.32797;542
20260701 2133;1.32797;1.32804;1.32791;1.32794;296
20260701 2136;1.32794;1.32823;1.32794;1.3282;270
20260701 2139;1.3282;1.32833;1.32814;1.32825;434
20260701 2142;1.32825;1.32844;1.32823;1.32824;411
20260701 2145;1.32824;1.32881;1.32818;1.32875;510
20260701 2148;1.32875;1.32908;1.32875;1.32905;276
20260701 2151;1.32905;1.32905;1.32866;1.32881;324
20260701 2154;1.32881;1.32884;1.32853;1.32854;406
20260701 2157;1.32854;1.32858;1.32837;1.32843;447
20260701 2200;1.32843;1.32862;1.32838;1.32852;560
20260701 2203;1.32852;1.32877;1.3285;1.3287;485
20260701 2206;1.3287;1.32877;1.32866;1.32874;304
20260701 2209;1.32874;1.32876;1.32862;1.32866;394
20260701 2212;1.32866;1.32922;1.32865;1.32921;478
20260701 2215;1.32921;1.32945;1.3291;1.32942;546
20260701 2218;1.32942;1.32948;1.3293;1.32933;354
20260701 2221;1.32933;1.32933;1.32908;1.32912;265
20260701 2224;1.32912;1.32913;1.32906;1.3291;391
20260701 2227;1.3291;1.32912;1.32895;1.32903;459
20260701 2230;1.32903;1.32912;1.32897;1.32912;348
20260701 2233;1.32912;1.32915;1.32901;1.32903;379
20260701 2236;1.32903;1.32904;1.32889;1.32891;314
20260701 2239;1.32891;1.32896;1.32883;1.32883;416
20260701 2242;1.32883;1.32896;1.32883;1.32889;311
20260701 2245;1.32889;1.32896;1.32881;1.32884;319
20260701 2248;1.32884;1.32884;1.32871;1.32872;262
20260701 2251;1.32872;1.32884;1.32856;1.32862;330
20260701 2254;1.32862;1.32869;1.32844;1.32848;351
20260701 2257;1.32848;1.32863;1.32848;1.32853;308
20260701 2300;1.32853;1.32869;1.32847;1.32847;283
20260701 2303;1.32847;1.32852;1.32835;1.32844;373
20260701 2306;1.32844;1.32848;1.32835;1.32836;250
20260701 2309;1.32836;1.32837;1.32809;1.3282;378
20260701 2312;1.3282;1.32823;1.32813;1.32814;307
20260701 2315;1.32814;1.32828;1.32806;1.32807;291
20260701 2318;1.32807;1.32811;1.32797;1.32805;302
20260701 2321;1.32805;1.32815;1.32803;1.32806;215
20260701 2324;1.32806;1.32808;1.32802;1.32804;178
20260701 2327;1.32804;1.32823;1.32804;1.32823;294
20260701 2330;1.32823;1.32839;1.32821;1.32824;327
20260701 2333;1.32824;1.32834;1.32824;1.32828;336
20260701 2336;1.32828;1.32834;1.32822;1.32832;241
20260701 2339;1.32832;1.32836;1.32823;1.32828;252
20260701 2342;1.32828;1.32835;1.32827;1.32833;380
20260701 2345;1.32833;1.32835;1.32818;1.32823;295
20260701 2348;1.32823;1.32834;1.32818;1.32834;422
20260701 2351;1.32834;1.32835;1.32823;1.32823;330
20260701 2354;1.32823;1.32863;1.32822;1.32862;368
20260701 2357;1.32862;1.32868;1.32845;1.32865;388
20260702 0000;1.32865;1.32921;1.32864;1.3291;834
20260702 0003;1.3291;1.32913;1.32869;1.32878;478
20260702 0006;1.32878;1.32907;1.32876;1.32907;365
20260702 0009;1.32907;1.32917;1.32894;1.32896;382
20260702 0012;1.32896;1.32905;1.32885;1.32902;281
20260702 0015;1.32902;1.32903;1.3289;1.32895;312
20260702 0018;1.32895;1.32902;1.32891;1.32894;231
20260702 0021;1.32894;1.32895;1.32876;1.32878;386
20260702 0024;1.32878;1.32895;1.32878;1.32884;307
20260702 0027;1.32884;1.32886;1.32871;1.32874;321
20260702 0030;1.32874;1.32876;1.32863;1.32871;402
20260702 0033;1.32871;1.32873;1.32859;1.32862;389
20260702 0036;1.32862;1.32872;1.32862;1.32865;404
20260702 0039;1.32865;1.3287;1.32855;1.32855;254
20260702 0042;1.32855;1.32862;1.32854;1.3286;381
20260702 0045;1.3286;1.32862;1.32851;1.32851;373
20260702 0048;1.32851;1.32876;1.32851;1.32871;249
20260702 0051;1.32871;1.32885;1.32869;1.3288;389
20260702 0054;1.3288;1.32888;1.32878;1.32885;300
20260702 0057;1.32885;1.32895;1.32881;1.32891;315
20260702 0100;1.32891;1.32899;1.3289;1.32897;362
20260702 0103;1.32897;1.32902;1.32888;1.32892;356
20260702 0106;1.32892;1.32913;1.32887;1.32906;341
20260702 0109;1.32906;1.32907;1.32892;1.32898;273
20260702 0112;1.32898;1.32901;1.32887;1.32889;401
20260702 0115;1.32889;1.32889;1.32879;1.32885;231
20260702 0118;1.32885;1.32899;1.32882;1.32896;307
20260702 0121;1.32896;1.32905;1.32894;1.32903;259
20260702 0124;1.32903;1.32912;1.32892;1.32893;337
20260702 0127;1.32893;1.32905;1.32888;1.32895;352
20260702 0130;1.32895;1.32895;1.32876;1.32877;453
20260702 0133;1.32877;1.32893;1.32863;1.32891;526
20260702 0136;1.32891;1.32891;1.32874;1.32874;336
20260702 0139;1.32874;1.32898;1.32874;1.32895;443
20260702 0142;1.32895;1.32898;1.32889;1.32892;410
20260702 0145;1.32892;1.32902;1.32886;1.32899;539
20260702 0148;1.32899;1.32906;1.32877;1.32905;453
20260702 0151;1.32905;1.32915;1.32904;1.32908;251
20260702 0154;1.32908;1.32925;1.32903;1.3292;438
20260702 0157;1.3292;1.32927;1.3291;1.32912;502
20260702 0200;1.32912;1.32955;1.32912;1.32947;1125
20260702 0203;1.32947;1.32965;1.32941;1.32941;475
20260702 0206;1.32941;1.32988;1.32939;1.32982;688
20260702 0209;1.32982;1.32996;1.32965;1.32971;752
20260702 0212;1.32971;1.32979;1.32951;1.32954;611
20260702 0215;1.32954;1.32958;1.32935;1.32943;657
20260702 0218;1.32943;1.32953;1.32921;1.3294;793
20260702 0221;1.3294;1.32946;1.32927;1.3294;779
20260702 0224;1.3294;1.32965;1.32932;1.32962;927
20260702 0227;1.32962;1.32963;1.32944;1.32947;517
20260702 0230;1.32947;1.32973;1.32945;1.32963;460
20260702 0233;1.32963;1.32964;1.3295;1.32954;472
20260702 0236;1.32954;1.32966;1.32951;1.32961;585
20260702 0239;1.32961;1.32974;1.32953;1.3297;513
20260702 0242;1.3297;1.32985;1.32962;1.32981;592
20260702 0245;1.32981;1.33014;1.32973;1.33011;1074
20260702 0248;1.33011;1.33259;1.33011;1.33159;2860
20260702 0251;1.33159;1.33162;1.33051;1.33073;2623
20260702 0254;1.33073;1.33102;1.33071;1.33081;1357
20260702 0257;1.33081;1.33094;1.33054;1.33054;1261
20260702 0300;1.33054;1.33054;1.32999;1.33013;1423
20260702 0303;1.33013;1.33027;1.32999;1.33004;975
20260702 0306;1.33004;1.33013;1.3298;1.33013;1262
20260702 0309;1.33013;1.33073;1.33009;1.33066;1645
20260702 0312;1.33066;1.33069;1.33035;1.33056;1233
20260702 0315;1.33056;1.33085;1.33044;1.33075;1204
20260702 0318;1.33075;1.33127;1.33072;1.33127;974
20260702 0321;1.33127;1.33162;1.33114;1.33155;1001
20260702 0324;1.33155;1.33175;1.33139;1.33162;898
20260702 0327;1.33162;1.33227;1.33156;1.33219;1092
20260702 0330;1.33219;1.33229;1.33191;1.33195;1259
20260702 0333;1.33195;1.33216;1.3319;1.33196;1174
20260702 0336;1.33196;1.33234;1.33183;1.33232;1383
20260702 0339;1.33232;1.33364;1.33231;1.33335;1962
20260702 0342;1.33335;1.33381;1.3333;1.33332;1409
20260702 0345;1.33332;1.33334;1.33292;1.33296;1290
20260702 0348;1.33296;1.33366;1.33294;1.33341;1601
20260702 0351;1.33341;1.33383;1.33312;1.33373;1026
20260702 0354;1.33373;1.33378;1.33312;1.33325;771
20260702 0357;1.33325;1.33377;1.33324;1.33365;1262
20260702 0400;1.33365;1.33422;1.33356;1.33401;1353
20260702 0403;1.33401;1.33523;1.33399;1.33521;2010
20260702 0406;1.33521;1.33532;1.33457;1.33463;2194
20260702 0409;1.33463;1.33536;1.33452;1.33535;1743
20260702 0412;1.33535;1.33537;1.33491;1.33527;1779
20260702 0415;1.33527;1.33533;1.33473;1.33476;1484
20260702 0418;1.33476;1.33498;1.33444;1.33492;1339
20260702 0421;1.33492;1.33505;1.33462;1.33463;1060
20260702 0424;1.33463;1.33474;1.33429;1.33465;1268
20260702 0427;1.33465;1.33514;1.33465;1.33489;1763
20260702 0430;1.33489;1.33497;1.33465;1.33493;1175
20260702 0433;1.33493;1.33518;1.33471;1.33512;1398
20260702 0436;1.33512;1.33558;1.33483;1.33495;1874
20260702 0439;1.33495;1.33555;1.33493;1.33531;1444
20260702 0442;1.33531;1.33598;1.33531;1.33565;1185
20260702 0445;1.33565;1.33572;1.3353;1.33572;1145
20260702 0448;1.33572;1.33629;1.33568;1.33603;1530
20260702 0451;1.33603;1.33603;1.33561;1.33593;1231
20260702 0454;1.33593;1.33596;1.33559;1.33561;1135
20260702 0457;1.33561;1.33573;1.33542;1.33572;800
20260702 0500;1.33572;1.33587;1.33532;1.33564;1171
20260702 0503;1.33564;1.33565;1.33521;1.33533;1431
20260702 0506;1.33533;1.33534;1.3347;1.3347;1241
20260702 0509;1.3347;1.33474;1.3342;1.33421;788
20260702 0512;1.33421;1.33464;1.33381;1.33454;1027
20260702 0515;1.33454;1.33487;1.3343;1.33475;1017
20260702 0518;1.33475;1.33484;1.33444;1.33444;915
20260702 0521;1.33444;1.33472;1.33435;1.33461;664
20260702 0524;1.33461;1.33467;1.33422;1.33432;508
20260702 0527;1.33432;1.33437;1.33403;1.33411;664
20260702 0530;1.33411;1.33418;1.33389;1.33391;629
20260702 0533;1.33391;1.33435;1.3339;1.33434;880
20260702 0536;1.33434;1.33476;1.33424;1.33475;961
20260702 0539;1.33475;1.33477;1.33438;1.33457;892
20260702 0542;1.33457;1.33466;1.3343;1.33452;851
20260702 0545;1.33452;1.33456;1.33422;1.33453;1134
20260702 0548;1.33453;1.33454;1.33419;1.33441;948
20260702 0551;1.33441;1.33445;1.3342;1.33429;808
20260702 0554;1.33429;1.33431;1.33391;1.33398;1097
20260702 0557;1.33398;1.33426;1.33398;1.33404;956
20260702 0600;1.33404;1.33426;1.33384;1.33423;1015
20260702 0603;1.33423;1.33446;1.33404;1.33419;1072
20260702 0606;1.33419;1.33434;1.33393;1.33404;794
20260702 0609;1.33404;1.33414;1.33392;1.33404;558
20260702 0612;1.33404;1.33412;1.33384;1.33389;594
20260702 0615;1.33389;1.33408;1.33382;1.33392;607
20260702 0618;1.33392;1.33398;1.33321;1.33322;708
20260702 0621;1.33322;1.33334;1.333;1.33303;775
20260702 0624;1.33303;1.33321;1.33299;1.33316;786
20260702 0627;1.33316;1.33319;1.333;1.33304;536
20260702 0630;1.33304;1.33304;1.3327;1.33271;590
20260702 0633;1.33271;1.33294;1.3327;1.33294;511
20260702 0636;1.33294;1.33294;1.33262;1.33275;606
20260702 0639;1.33275;1.3331;1.33274;1.33301;449
20260702 0642;1.33301;1.33301;1.33257;1.33285;641
20260702 0645;1.33285;1.33303;1.33281;1.33284;581
20260702 0648;1.33284;1.33294;1.33262;1.33282;610
20260702 0651;1.33282;1.33302;1.33282;1.33293;500
20260702 0654;1.33293;1.33311;1.33282;1.33287;570
20260702 0657;1.33287;1.33335;1.33286;1.33326;773
20260702 0700;1.33326;1.33329;1.33294;1.33315;780
20260702 0703;1.33315;1.33316;1.33281;1.33281;589
20260702 0706;1.33281;1.33283;1.33253;1.3327;596
20260702 0709;1.3327;1.33307;1.3327;1.33299;821
20260702 0712;1.33299;1.33302;1.33279;1.33291;622
20260702 0715;1.33291;1.333;1.3328;1.33281;550
20260702 0718;1.33281;1.33332;1.33281;1.33309;862
20260702 0721;1.33309;1.33314;1.33295;1.3331;677
20260702 0724;1.3331;1.3331;1.3328;1.33297;609
20260702 0727;1.33297;1.33314;1.3329;1.33296;730
20260702 0730;1.33296;1.33307;1.33287;1.33295;728
20260702 0733;1.33295;1.33314;1.33261;1.33265;735
20260702 0736;1.33265;1.3327;1.33253;1.33263;807
20260702 0739;1.33263;1.33268;1.3324;1.33253;703
20260702 0742;1.33253;1.33255;1.33212;1.33216;749
20260702 0745;1.33216;1.33225;1.332;1.33201;555
20260702 0748;1.33201;1.33201;1.33158;1.3316;800
20260702 0751;1.3316;1.33161;1.3312;1.33122;891
20260702 0754;1.33122;1.33135;1.33103;1.33103;921
20260702 0757;1.33103;1.33125;1.33082;1.33104;867
20260702 0800;1.33104;1.33104;1.33079;1.33091;1173
20260702 0803;1.33091;1.33132;1.33083;1.33099;1192
20260702 0806;1.33099;1.33106;1.33038;1.33047;1286
20260702 0809;1.33047;1.33066;1.33036;1.33063;1163
20260702 0812;1.33063;1.33078;1.33008;1.3303;1050
20260702 0815;1.3303;1.33034;1.32972;1.32972;1409
20260702 0818;1.32972;1.33016;1.32971;1.33004;1268
20260702 0821;1.33004;1.33032;1.32996;1.33032;1433
20260702 0824;1.33032;1.33086;1.33029;1.3308;941
20260702 0827;1.3308;1.3308;1.33014;1.33014;712
20260702 0830;1.33014;1.33501;1.33014;1.3344;3989
20260702 0833;1.3344;1.33658;1.33403;1.3362;4064
20260702 0836;1.3362;1.33705;1.33616;1.33692;3942
20260702 0839;1.33692;1.33828;1.33684;1.33697;3091
20260702 0842;1.33697;1.33806;1.33697;1.33792;2930
20260702 0845;1.33792;1.33804;1.33663;1.33663;2984
20260702 0848;1.33663;1.33745;1.33663;1.33727;2836
20260702 0851;1.33727;1.33768;1.33681;1.33716;2904
20260702 0854;1.33716;1.33721;1.33645;1.33662;3276
20260702 0857;1.33662;1.33666;1.33609;1.33644;2402
20260702 0900;1.33644;1.33708;1.33576;1.33624;3017
20260702 0903;1.33624;1.33698;1.33613;1.33666;2584
20260702 0906;1.33666;1.3367;1.33572;1.33595;2499
20260702 0909;1.33595;1.33648;1.3356;1.33644;2197
20260702 0912;1.33644;1.33668;1.33594;1.33615;2197
20260702 0915;1.33615;1.3362;1.33577;1.33593;1800
20260702 0918;1.33593;1.33687;1.33586;1.33609;2296
20260702 0921;1.33609;1.3365;1.33589;1.33593;2009
20260702 0924;1.33593;1.33601;1.33527;1.33582;1913
20260702 0927;1.33582;1.33631;1.33571;1.33619;1557
20260702 0930;1.33619;1.3369;1.33588;1.33689;3228
20260702 0933;1.33689;1.33773;1.33684;1.33762;2924
20260702 0936;1.33762;1.33762;1.33683;1.33696;2518
20260702 0939;1.33696;1.33727;1.33654;1.33667;2437
20260702 0942;1.33667;1.33768;1.33665;1.33752;2469
20260702 0945;1.33752;1.33801;1.33745;1.33779;2920
20260702 0948;1.33779;1.33795;1.33749;1.33767;2416
20260702 0951;1.33767;1.33794;1.33744;1.33745;2409
20260702 0954;1.33745;1.33806;1.33734;1.33792;1775
20260702 0957;1.33792;1.338;1.33727;1.33757;753
20260702 1000;1.33757;1.33769;1.33661;1.33702;1044
20260702 1003;1.33702;1.33776;1.33679;1.33776;1308
20260702 1006;1.33776;1.33823;1.33753;1.33804;1716
20260702 1009;1.33804;1.33805;1.33716;1.33763;2254
20260702 1012;1.33763;1.33834;1.33761;1.33808;1826
20260702 1015;1.33808;1.33827;1.33791;1.33825;1871
20260702 1018;1.33825;1.33846;1.33758;1.33765;1620
20260702 1021;1.33765;1.33787;1.33727;1.33746;1497
20260702 1024;1.33746;1.33774;1.33731;1.33731;1544
20260702 1027;1.33731;1.33734;1.337;1.33703;1766
20260702 1030;1.33703;1.33728;1.33673;1.33674;1515
20260702 1033;1.33674;1.33675;1.33614;1.33617;1715
20260702 1036;1.33617;1.33672;1.33611;1.33639;1685
20260702 1039;1.33639;1.33663;1.33574;1.33583;1467
20260702 1042;1.33583;1.3361;1.33567;1.3361;1485
20260702 1045;1.3361;1.33643;1.3359;1.33596;1624
20260702 1048;1.33596;1.33686;1.33589;1.33686;1602
20260702 1051;1.33686;1.33719;1.33665;1.33692;1352
20260702 1054;1.33692;1.33718;1.33678;1.33705;1421
20260702 1057;1.33705;1.33756;1.33686;1.33756;1139
20260702 1100;1.33756;1.33778;1.33703;1.33776;1756
20260702 1103;1.33776;1.33785;1.33675;1.33694;1655
20260702 1106;1.33694;1.33713;1.33657;1.33677;1568
20260702 1109;1.33677;1.33722;1.33677;1.33716;1554
20260702 1112;1.33716;1.33741;1.33707;1.3371;1464
20260702 1115;1.3371;1.33713;1.33662;1.33674;1271
20260702 1118;1.33674;1.33677;1.33651;1.33668;1279
20260702 1121;1.33668;1.337;1.33655;1.33669;1581
20260702 1124;1.33669;1.33699;1.33656;1.33687;1378
20260702 1127;1.33687;1.337;1.33638;1.3364;1033
20260702 1130;1.3364;1.33725;1.3364;1.33712;1765
20260702 1133;1.33712;1.33734;1.33696;1.33727;1587
20260702 1136;1.33727;1.33749;1.33716;1.33728;1366
20260702 1139;1.33728;1.33731;1.33684;1.33688;911
20260702 1142;1.33688;1.33688;1.33639;1.33645;1278
20260702 1145;1.33645;1.33661;1.3363;1.33659;1349
20260702 1148;1.33659;1.3367;1.33606;1.33621;1213
20260702 1151;1.33621;1.33637;1.33608;1.33621;864
20260702 1154;1.33621;1.33637;1.33607;1.33624;1038
20260702 1157;1.33624;1.33631;1.33603;1.33619;742
20260702 1200;1.33619;1.33622;1.33579;1.33583;1498
20260702 1203;1.33583;1.33612;1.33574;1.33574;1368
20260702 1206;1.33574;1.33618;1.33566;1.33612;1492
20260702 1209;1.33612;1.33612;1.33559;1.33577;1449
20260702 1212;1.33577;1.33594;1.33559;1.33594;1392
20260702 1215;1.33594;1.336;1.33548;1.33557;1223
20260702 1218;1.33557;1.33575;1.33549;1.33567;1169
20260702 1221;1.33567;1.33575;1.33546;1.33546;1018
20260702 1224;1.33546;1.33581;1.33544;1.3355;1020
20260702 1227;1.3355;1.33551;1.3352;1.3352;1289
20260702 1230;1.3352;1.33527;1.33501;1.33522;1004
20260702 1233;1.33522;1.33528;1.33491;1.33494;756
20260702 1236;1.33494;1.33519;1.33489;1.33515;956
20260702 1239;1.33515;1.33548;1.33504;1.33536;926
20260702 1242;1.33536;1.33554;1.33533;1.33545;857
20260702 1245;1.33545;1.3356;1.33539;1.33556;763
20260702 1248;1.33556;1.33561;1.33524;1.33538;864
20260702 1251;1.33538;1.33563;1.33537;1.33546;900
20260702 1254;1.33546;1.33557;1.33538;1.33549;802
20260702 1257;1.33549;1.33563;1.33524;1.33529;961
20260702 1300;1.33529;1.3354;1.33513;1.33517;1106
20260702 1303;1.33517;1.33519;1.33493;1.33498;912
